"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"9380","Pandemic","Other Respiratory","Service to Discharge",108,260
"9381","Pandemic","Other Respiratory","Service to Discharge",109,275
"9382","Pandemic","Other Respiratory","Service to Discharge",110,233
"9383","Pandemic","Other Respiratory","Service to Discharge",111,273
"9384","Pandemic","Other Respiratory","Service to Discharge",112,264
"9385","Pandemic","Other Respiratory","Service to Discharge",113,256
"9386","Pandemic","Other Respiratory","Service to Discharge",114,282
"9387","Pandemic","Other Respiratory","Service to Discharge",115,259
"9388","Pandemic","Other Respiratory","Service to Discharge",116,220
"9389","Pandemic","Other Respiratory","Service to Discharge",117,253
"9390","Pandemic","Other Respiratory","Service to Discharge",118,248
"9391","Pandemic","Other Respiratory","Service to Discharge",119,254
"9392","Pandemic","Other Respiratory","Service to Discharge",120,252
"9393","Pandemic","Other Respiratory","Service to Discharge",121,256
"9394","Pandemic","Other Respiratory","Service to Discharge",122,262
"9395","Pandemic","Other Respiratory","Service to Discharge",123,242
"9396","Pandemic","Other Respiratory","Service to Discharge",124,203
"9397","Pandemic","Other Respiratory","Service to Discharge",125,260
"9398","Pandemic","Other Respiratory","Service to Discharge",126,264
"9399","Pandemic","Other Respiratory","Service to Discharge",127,265
"9400","Pandemic","Other Respiratory","Service to Discharge",128,243
"9401","Pandemic","Other Respiratory","Service to Discharge",129,257
"9402","Pandemic","Other Respiratory","Service to Discharge",130,227
"9403","Pandemic","Other Respiratory","Service to Discharge",131,215
"9404","Pandemic","Other Respiratory","Service to Discharge",132,218
"9405","Pandemic","Other Respiratory","Service to Discharge",133,202
"9406","Pandemic","Other Respiratory","Service to Discharge",134,266
"9407","Pandemic","Other Respiratory","Service to Discharge",135,224
"9408","Pandemic","Other Respiratory","Service to Discharge",136,217
"9409","Pandemic","Other Respiratory","Service to Discharge",137,262
"9410","Pandemic","Other Respiratory","Service to Discharge",138,234
"9411","Pandemic","Other Respiratory","Service to Discharge",139,224
"9412","Pandemic","Other Respiratory","Service to Discharge",140,210
"9413","Pandemic","Other Respiratory","Service to Discharge",141,226
"9414","Pandemic","Other Respiratory","Service to Discharge",142,172
"9415","Pandemic","Other Respiratory","Service to Discharge",143,176
"9416","Pandemic","Other Respiratory","Service to Discharge",144,224
"9417","Pandemic","Other Respiratory","Service to Discharge",145,207
"9418","Pandemic","Other Respiratory","Service to Discharge",146,213
"9419","Pandemic","Other Respiratory","Service to Discharge",147,200
"9420","Pandemic","Other Respiratory","Service to Discharge",148,206
"9421","Pandemic","Other Respiratory","Service to Discharge",149,184
"9422","Pandemic","Other Respiratory","Service to Discharge",150,202
"9423","Pandemic","Other Respiratory","Service to Discharge",151,165
"9424","Pandemic","Other Respiratory","Service to Discharge",152,184
"9425","Pandemic","Other Respiratory","Service to Discharge",153,168
"9426","Pandemic","Other Respiratory","Service to Discharge",154,184
"9427","Pandemic","Other Respiratory","Service to Discharge",155,188
"9428","Pandemic","Other Respiratory","Service to Discharge",156,178
"9429","Pandemic","Other Respiratory","Service to Discharge",157,161
"9430","Pandemic","Other Respiratory","Service to Discharge",158,151
"9431","Pandemic","Other Respiratory","Service to Discharge",159,177
"9432","Pandemic","Other Respiratory","Service to Discharge",160,165
"9433","Pandemic","Other Respiratory","Service to Discharge",161,166
"9434","Pandemic","Other Respiratory","Service to Discharge",162,155
"9435","Pandemic","Other Respiratory","Service to Discharge",163,197
"9436","Pandemic","Other Respiratory","Service to Discharge",164,127
"9437","Pandemic","Other Respiratory","Service to Discharge",165,147
"9438","Pandemic","Other Respiratory","Service to Discharge",166,148
"9439","Pandemic","Other Respiratory","Service to Discharge",167,134
"9440","Pandemic","Other Respiratory","Service to Discharge",168,146
"9441","Pandemic","Other Respiratory","Service to Discharge",169,131
"9442","Pandemic","Other Respiratory","Service to Discharge",170,159
"9443","Pandemic","Other Respiratory","Service to Discharge",171,124
"9444","Pandemic","Other Respiratory","Service to Discharge",172,149
"9445","Pandemic","Other Respiratory","Service to Discharge",173,128
"9446","Pandemic","Other Respiratory","Service to Discharge",174,128
"9447","Pandemic","Other Respiratory","Service to Discharge",175,117
"9448","Pandemic","Other Respiratory","Service to Discharge",176,157
"9449","Pandemic","Other Respiratory","Service to Discharge",177,127
"9450","Pandemic","Other Respiratory","Service to Discharge",178,121
"9451","Pandemic","Other Respiratory","Service to Discharge",179,113
"9452","Pandemic","Other Respiratory","Service to Discharge",180,109
"9453","Pandemic","Other Respiratory","Service to Discharge",181,123
"9454","Pandemic","Other Respiratory","Service to Discharge",182,138
"9455","Pandemic","Other Respiratory","Service to Discharge",183,125
"9456","Pandemic","Other Respiratory","Service to Discharge",184,104
"9457","Pandemic","Other Respiratory","Service to Discharge",185,106
"9458","Pandemic","Other Respiratory","Service to Discharge",186,90
"9459","Pandemic","Other Respiratory","Service to Discharge",187,93
"9460","Pandemic","Other Respiratory","Service to Discharge",188,102
"9461","Pandemic","Other Respiratory","Service to Discharge",189,94
"9462","Pandemic","Other Respiratory","Service to Discharge",190,105
"9463","Pandemic","Other Respiratory","Service to Discharge",191,102
"9464","Pandemic","Other Respiratory","Service to Discharge",192,100
"9465","Pandemic","Other Respiratory","Service to Discharge",193,87
"9466","Pandemic","Other Respiratory","Service to Discharge",194,98
"9467","Pandemic","Other Respiratory","Service to Discharge",195,83
"9468","Pandemic","Other Respiratory","Service to Discharge",196,96
"9469","Pandemic","Other Respiratory","Service to Discharge",197,104
"9470","Pandemic","Other Respiratory","Service to Discharge",198,85
"9471","Pandemic","Other Respiratory","Service to Discharge",199,71
"9472","Pandemic","Other Respiratory","Service to Discharge",200,94
"9473","Pandemic","Other Respiratory","Service to Discharge",201,84
"9474","Pandemic","Other Respiratory","Service to Discharge",202,66
"9475","Pandemic","Other Respiratory","Service to Discharge",203,73
"9476","Pandemic","Other Respiratory","Service to Discharge",204,98
"9477","Pandemic","Other Respiratory","Service to Discharge",205,65
"9478","Pandemic","Other Respiratory","Service to Discharge",206,72
"9479","Pandemic","Other Respiratory","Service to Discharge",207,70
"9480","Pandemic","Other Respiratory","Service to Discharge",208,52
"9481","Pandemic","Other Respiratory","Service to Discharge",209,69
"9482","Pandemic","Other Respiratory","Service to Discharge",210,80
"9483","Pandemic","Other Respiratory","Service to Discharge",211,70
"9484","Pandemic","Other Respiratory","Service to Discharge",212,74
"9485","Pandemic","Other Respiratory","Service to Discharge",213,76
"9486","Pandemic","Other Respiratory","Service to Discharge",214,60
"9487","Pandemic","Other Respiratory","Service to Discharge",215,63
"9488","Pandemic","Other Respiratory","Service to Discharge",216,79
"9489","Pandemic","Other Respiratory","Service to Discharge",217,59
"9490","Pandemic","Other Respiratory","Service to Discharge",218,64
"9491","Pandemic","Other Respiratory","Service to Discharge",219,77
"9492","Pandemic","Other Respiratory","Service to Discharge",220,68
"9493","Pandemic","Other Respiratory","Service to Discharge",221,61
"9494","Pandemic","Other Respiratory","Service to Discharge",222,56
"9495","Pandemic","Other Respiratory","Service to Discharge",223,60
"9496","Pandemic","Other Respiratory","Service to Discharge",224,59
"9497","Pandemic","Other Respiratory","Service to Discharge",225,57
"9498","Pandemic","Other Respiratory","Service to Discharge",226,33
"9499","Pandemic","Other Respiratory","Service to Discharge",227,48
"9500","Pandemic","Other Respiratory","Service to Discharge",228,56
"9501","Pandemic","Other Respiratory","Service to Discharge",229,45
"9502","Pandemic","Other Respiratory","Service to Discharge",230,42
"9503","Pandemic","Other Respiratory","Service to Discharge",231,54
"9504","Pandemic","Other Respiratory","Service to Discharge",232,43
"9505","Pandemic","Other Respiratory","Service to Discharge",233,46
"9506","Pandemic","Other Respiratory","Service to Discharge",234,35
"9507","Pandemic","Other Respiratory","Service to Discharge",235,49
"9508","Pandemic","Other Respiratory","Service to Discharge",236,50
"9509","Pandemic","Other Respiratory","Service to Discharge",237,42
"9510","Pandemic","Other Respiratory","Service to Discharge",238,31
"9511","Pandemic","Other Respiratory","Service to Discharge",239,50
"9512","Pandemic","Other Respiratory","Service to Discharge",240,33
"9513","Pandemic","Other Respiratory","Service to Discharge",241,44
"9514","Pandemic","Other Respiratory","Service to Discharge",242,38
"9515","Pandemic","Other Respiratory","Service to Discharge",243,40
"9516","Pandemic","Other Respiratory","Service to Discharge",244,33
"9517","Pandemic","Other Respiratory","Service to Discharge",245,38
"9518","Pandemic","Other Respiratory","Service to Discharge",246,49
"9519","Pandemic","Other Respiratory","Service to Discharge",247,30
"9520","Pandemic","Other Respiratory","Service to Discharge",248,28
"9521","Pandemic","Other Respiratory","Service to Discharge",249,28
"9522","Pandemic","Other Respiratory","Service to Discharge",250,32
"9523","Pandemic","Other Respiratory","Service to Discharge",251,30
"9524","Pandemic","Other Respiratory","Service to Discharge",252,39
"9525","Pandemic","Other Respiratory","Service to Discharge",253,25
"9526","Pandemic","Other Respiratory","Service to Discharge",254,16
"9527","Pandemic","Other Respiratory","Service to Discharge",255,20
"9528","Pandemic","Other Respiratory","Service to Discharge",256,24
"9529","Pandemic","Other Respiratory","Service to Discharge",257,24
"9530","Pandemic","Other Respiratory","Service to Discharge",258,22
"9531","Pandemic","Other Respiratory","Service to Discharge",259,23
"9532","Pandemic","Other Respiratory","Service to Discharge",260,16
"9533","Pandemic","Other Respiratory","Service to Discharge",261,9
"9534","Pandemic","Other Respiratory","Service to Discharge",262,14
"9535","Pandemic","Other Respiratory","Service to Discharge",263,21
"9536","Pandemic","Other Respiratory","Service to Discharge",264,17
"9537","Pandemic","Other Respiratory","Service to Discharge",265,15
"9538","Pandemic","Other Respiratory","Service to Discharge",266,12
"9539","Pandemic","Other Respiratory","Service to Discharge",267,8
"9540","Pandemic","Other Respiratory","Service to Discharge",268,8
"9541","Pandemic","Other Respiratory","Service to Mortality",2,24
"9542","Pandemic","Other Respiratory","Service to Mortality",3,42
"9543","Pandemic","Other Respiratory","Service to Mortality",4,38
"9544","Pandemic","Other Respiratory","Service to Mortality",5,33
"9545","Pandemic","Other Respiratory","Service to Mortality",6,26
"9546","Pandemic","Other Respiratory","Service to Mortality",7,25
"9547","Pandemic","Other Respiratory","Service to Mortality",8,33
"9548","Pandemic","Other Respiratory","Service to Mortality",9,30
"9549","Pandemic","Other Respiratory","Service to Mortality",10,30
"9550","Pandemic","Other Respiratory","Service to Mortality",11,28
"9551","Pandemic","Other Respiratory","Service to Mortality",12,24
"9552","Pandemic","Other Respiratory","Service to Mortality",13,29
"9553","Pandemic","Other Respiratory","Service to Mortality",14,21
"9554","Pandemic","Other Respiratory","Service to Mortality",15,19
"9555","Pandemic","Other Respiratory","Service to Mortality",16,20
"9556","Pandemic","Other Respiratory","Service to Mortality",17,24
"9557","Pandemic","Other Respiratory","Service to Mortality",18,23
"9558","Pandemic","Other Respiratory","Service to Mortality",19,20
"9559","Pandemic","Other Respiratory","Service to Mortality",20,18
"9560","Pandemic","Other Respiratory","Service to Mortality",21,24
"9561","Pandemic","Other Respiratory","Service to Mortality",22,13
"9562","Pandemic","Other Respiratory","Service to Mortality",23,24
"9563","Pandemic","Other Respiratory","Service to Mortality",24,19
"9564","Pandemic","Other Respiratory","Service to Mortality",25,20
"9565","Pandemic","Other Respiratory","Service to Mortality",26,16
"9566","Pandemic","Other Respiratory","Service to Mortality",27,21
"9567","Pandemic","Other Respiratory","Service to Mortality",28,13
"9568","Pandemic","Other Respiratory","Service to Mortality",29,16
"9569","Pandemic","Other Respiratory","Service to Mortality",30,20
"9570","Pandemic","Other Respiratory","Service to Mortality",31,11
"9571","Pandemic","Other Respiratory","Service to Mortality",32,15
"9572","Pandemic","Other Respiratory","Service to Mortality",33,22
"9573","Pandemic","Other Respiratory","Service to Mortality",34,17
"9574","Pandemic","Other Respiratory","Service to Mortality",35,15
"9575","Pandemic","Other Respiratory","Service to Mortality",36,14
"9576","Pandemic","Other Respiratory","Service to Mortality",37,7
"9577","Pandemic","Other Respiratory","Service to Mortality",38,18
"9578","Pandemic","Other Respiratory","Service to Mortality",39,12
"9579","Pandemic","Other Respiratory","Service to Mortality",40,7
"9580","Pandemic","Other Respiratory","Service to Mortality",41,17
"9581","Pandemic","Other Respiratory","Service to Mortality",42,14
"9582","Pandemic","Other Respiratory","Service to Mortality",43,5
"9583","Pandemic","Other Respiratory","Service to Mortality",44,13
"9584","Pandemic","Other Respiratory","Service to Mortality",45,7
"9585","Pandemic","Other Respiratory","Service to Mortality",46,9
"9586","Pandemic","Other Respiratory","Service to Mortality",47,12
"9587","Pandemic","Other Respiratory","Service to Mortality",48,12
"9588","Pandemic","Other Respiratory","Service to Mortality",49,16
"9589","Pandemic","Other Respiratory","Service to Mortality",50,7
"9590","Pandemic","Other Respiratory","Service to Mortality",51,11
"9591","Pandemic","Other Respiratory","Service to Mortality",52,14
"9592","Pandemic","Other Respiratory","Service to Mortality",53,11
"9593","Pandemic","Other Respiratory","Service to Mortality",54,16
"9594","Pandemic","Other Respiratory","Service to Mortality",55,13
"9595","Pandemic","Other Respiratory","Service to Mortality",56,8
"9596","Pandemic","Other Respiratory","Service to Mortality",57,15
"9597","Pandemic","Other Respiratory","Service to Mortality",58,12
"9598","Pandemic","Other Respiratory","Service to Mortality",59,6
"9599","Pandemic","Other Respiratory","Service to Mortality",60,6
"9600","Pandemic","Other Respiratory","Service to Mortality",61,11
"9601","Pandemic","Other Respiratory","Service to Mortality",62,8
"9602","Pandemic","Other Respiratory","Service to Mortality",63,13
"9603","Pandemic","Other Respiratory","Service to Mortality",64,8
"9604","Pandemic","Other Respiratory","Service to Mortality",65,11
"9605","Pandemic","Other Respiratory","Service to Mortality",66,10
"9606","Pandemic","Other Respiratory","Service to Mortality",67,9
"9607","Pandemic","Other Respiratory","Service to Mortality",68,13
"9608","Pandemic","Other Respiratory","Service to Mortality",69,5
"9609","Pandemic","Other Respiratory","Service to Mortality",70,11
"9610","Pandemic","Other Respiratory","Service to Mortality",71,12
"9611","Pandemic","Other Respiratory","Service to Mortality",72,8
"9612","Pandemic","Other Respiratory","Service to Mortality",73,8
"9613","Pandemic","Other Respiratory","Service to Mortality",74,17
"9614","Pandemic","Other Respiratory","Service to Mortality",75,NA
"9615","Pandemic","Other Respiratory","Service to Mortality",76,20
"9616","Pandemic","Other Respiratory","Service to Mortality",77,11
"9617","Pandemic","Other Respiratory","Service to Mortality",78,NA
"9618","Pandemic","Other Respiratory","Service to Mortality",79,8
"9619","Pandemic","Other Respiratory","Service to Mortality",80,7
"9620","Pandemic","Other Respiratory","Service to Mortality",81,11
"9621","Pandemic","Other Respiratory","Service to Mortality",82,NA
"9622","Pandemic","Other Respiratory","Service to Mortality",83,5
"9623","Pandemic","Other Respiratory","Service to Mortality",84,10
"9624","Pandemic","Other Respiratory","Service to Mortality",85,6
"9625","Pandemic","Other Respiratory","Service to Mortality",86,8
"9626","Pandemic","Other Respiratory","Service to Mortality",87,11
"9627","Pandemic","Other Respiratory","Service to Mortality",88,10
"9628","Pandemic","Other Respiratory","Service to Mortality",89,7
"9629","Pandemic","Other Respiratory","Service to Mortality",90,5
"9630","Pandemic","Other Respiratory","Service to Mortality",91,6
"9631","Pandemic","Other Respiratory","Service to Mortality",92,10
"9632","Pandemic","Other Respiratory","Service to Mortality",93,6
"9633","Pandemic","Other Respiratory","Service to Mortality",94,7
"9634","Pandemic","Other Respiratory","Service to Mortality",95,NA
"9635","Pandemic","Other Respiratory","Service to Mortality",96,5
"9636","Pandemic","Other Respiratory","Service to Mortality",97,16
"9637","Pandemic","Other Respiratory","Service to Mortality",98,NA
"9638","Pandemic","Other Respiratory","Service to Mortality",99,5
"9639","Pandemic","Other Respiratory","Service to Mortality",100,13
"9640","Pandemic","Other Respiratory","Service to Mortality",101,NA
"9641","Pandemic","Other Respiratory","Service to Mortality",102,8
"9642","Pandemic","Other Respiratory","Service to Mortality",103,6
"9643","Pandemic","Other Respiratory","Service to Mortality",104,7
"9644","Pandemic","Other Respiratory","Service to Mortality",105,7
"9645","Pandemic","Other Respiratory","Service to Mortality",106,6
"9646","Pandemic","Other Respiratory","Service to Mortality",107,10
"9647","Pandemic","Other Respiratory","Service to Mortality",108,NA
"9648","Pandemic","Other Respiratory","Service to Mortality",109,6
"9649","Pandemic","Other Respiratory","Service to Mortality",110,12
"9650","Pandemic","Other Respiratory","Service to Mortality",111,NA
"9651","Pandemic","Other Respiratory","Service to Mortality",112,11
"9652","Pandemic","Other Respiratory","Service to Mortality",113,NA
"9653","Pandemic","Other Respiratory","Service to Mortality",114,8
"9654","Pandemic","Other Respiratory","Service to Mortality",115,NA
"9655","Pandemic","Other Respiratory","Service to Mortality",116,7
"9656","Pandemic","Other Respiratory","Service to Mortality",117,11
"9657","Pandemic","Other Respiratory","Service to Mortality",118,8
"9658","Pandemic","Other Respiratory","Service to Mortality",119,8
"9659","Pandemic","Other Respiratory","Service to Mortality",120,12
"9660","Pandemic","Other Respiratory","Service to Mortality",121,NA
"9661","Pandemic","Other Respiratory","Service to Mortality",122,9
"9662","Pandemic","Other Respiratory","Service to Mortality",123,7
"9663","Pandemic","Other Respiratory","Service to Mortality",124,8
"9664","Pandemic","Other Respiratory","Service to Mortality",125,14
"9665","Pandemic","Other Respiratory","Service to Mortality",126,NA
"9666","Pandemic","Other Respiratory","Service to Mortality",127,12
"9667","Pandemic","Other Respiratory","Service to Mortality",128,8
"9668","Pandemic","Other Respiratory","Service to Mortality",129,7
"9669","Pandemic","Other Respiratory","Service to Mortality",130,6
"9670","Pandemic","Other Respiratory","Service to Mortality",131,6
"9671","Pandemic","Other Respiratory","Service to Mortality",132,5
"9672","Pandemic","Other Respiratory","Service to Mortality",133,12
"9673","Pandemic","Other Respiratory","Service to Mortality",134,8
"9674","Pandemic","Other Respiratory","Service to Mortality",135,NA
"9675","Pandemic","Other Respiratory","Service to Mortality",136,12
"9676","Pandemic","Other Respiratory","Service to Mortality",137,NA
"9677","Pandemic","Other Respiratory","Service to Mortality",138,NA
"9678","Pandemic","Other Respiratory","Service to Mortality",139,12
"9679","Pandemic","Other Respiratory","Service to Mortality",140,NA
"9680","Pandemic","Other Respiratory","Service to Mortality",141,7
"9681","Pandemic","Other Respiratory","Service to Mortality",142,8
"9682","Pandemic","Other Respiratory","Service to Mortality",143,NA
"9683","Pandemic","Other Respiratory","Service to Mortality",144,7
"9684","Pandemic","Other Respiratory","Service to Mortality",145,10
"9685","Pandemic","Other Respiratory","Service to Mortality",146,5
"9686","Pandemic","Other Respiratory","Service to Mortality",147,5
"9687","Pandemic","Other Respiratory","Service to Mortality",148,NA
"9688","Pandemic","Other Respiratory","Service to Mortality",149,8
"9689","Pandemic","Other Respiratory","Service to Mortality",150,NA
"9690","Pandemic","Other Respiratory","Service to Mortality",151,NA
"9691","Pandemic","Other Respiratory","Service to Mortality",152,10
"9692","Pandemic","Other Respiratory","Service to Mortality",153,8
"9693","Pandemic","Other Respiratory","Service to Mortality",154,NA
"9694","Pandemic","Other Respiratory","Service to Mortality",155,6
"9695","Pandemic","Other Respiratory","Service to Mortality",156,NA
"9696","Pandemic","Other Respiratory","Service to Mortality",157,9
"9697","Pandemic","Other Respiratory","Service to Mortality",158,NA
"9698","Pandemic","Other Respiratory","Service to Mortality",159,8
"9699","Pandemic","Other Respiratory","Service to Mortality",160,NA
"9700","Pandemic","Other Respiratory","Service to Mortality",161,6
"9701","Pandemic","Other Respiratory","Service to Mortality",162,11
"9702","Pandemic","Other Respiratory","Service to Mortality",163,NA
"9703","Pandemic","Other Respiratory","Service to Mortality",164,9
"9704","Pandemic","Other Respiratory","Service to Mortality",165,NA
"9705","Pandemic","Other Respiratory","Service to Mortality",166,5
"9706","Pandemic","Other Respiratory","Service to Mortality",167,7
"9707","Pandemic","Other Respiratory","Service to Mortality",168,NA
"9708","Pandemic","Other Respiratory","Service to Mortality",169,5
"9709","Pandemic","Other Respiratory","Service to Mortality",170,NA
"9710","Pandemic","Other Respiratory","Service to Mortality",171,5
"9711","Pandemic","Other Respiratory","Service to Mortality",172,NA
"9712","Pandemic","Other Respiratory","Service to Mortality",173,NA
"9713","Pandemic","Other Respiratory","Service to Mortality",174,5
"9714","Pandemic","Other Respiratory","Service to Mortality",175,9
"9715","Pandemic","Other Respiratory","Service to Mortality",176,NA
"9716","Pandemic","Other Respiratory","Service to Mortality",177,NA
"9717","Pandemic","Other Respiratory","Service to Mortality",178,NA
"9718","Pandemic","Other Respiratory","Service to Mortality",179,7
"9719","Pandemic","Other Respiratory","Service to Mortality",180,NA
"9720","Pandemic","Other Respiratory","Service to Mortality",181,NA
"9721","Pandemic","Other Respiratory","Service to Mortality",182,5
"9722","Pandemic","Other Respiratory","Service to Mortality",183,NA
"9723","Pandemic","Other Respiratory","Service to Mortality",184,6
"9724","Pandemic","Other Respiratory","Service to Mortality",185,NA
"9725","Pandemic","Other Respiratory","Service to Mortality",186,NA
"9726","Pandemic","Other Respiratory","Service to Mortality",187,5
"9727","Pandemic","Other Respiratory","Service to Mortality",188,NA
"9728","Pandemic","Other Respiratory","Service to Mortality",189,5
"9729","Pandemic","Other Respiratory","Service to Mortality",190,NA
"9730","Pandemic","Other Respiratory","Service to Mortality",191,5
"9731","Pandemic","Other Respiratory","Service to Mortality",192,5
"9732","Pandemic","Other Respiratory","Service to Mortality",193,NA
"9733","Pandemic","Other Respiratory","Service to Mortality",194,NA
"9734","Pandemic","Other Respiratory","Service to Mortality",195,5
"9735","Pandemic","Other Respiratory","Service to Mortality",196,NA
"9736","Pandemic","Other Respiratory","Service to Mortality",197,6
"9737","Pandemic","Other Respiratory","Service to Mortality",198,NA
"9738","Pandemic","Other Respiratory","Service to Mortality",199,5
"9739","Pandemic","Other Respiratory","Service to Mortality",200,NA
"9740","Pandemic","Other Respiratory","Service to Mortality",201,7
"9741","Pandemic","Other Respiratory","Service to Mortality",202,NA
"9742","Pandemic","Other Respiratory","Service to Mortality",203,NA
"9743","Pandemic","Other Respiratory","Service to Mortality",204,6
"9744","Pandemic","Other Respiratory","Service to Mortality",205,NA
"9745","Pandemic","Other Respiratory","Service to Mortality",206,7
"9746","Pandemic","Other Respiratory","Service to Mortality",207,NA
"9747","Pandemic","Other Respiratory","Service to Mortality",208,6
"9748","Pandemic","Other Respiratory","Service to Mortality",209,NA
"9749","Pandemic","Other Respiratory","Service to Mortality",210,7
"9750","Pandemic","Other Respiratory","Service to Mortality",211,NA
"9751","Pandemic","Other Respiratory","Service to Mortality",212,7
"9752","Pandemic","Other Respiratory","Service to Mortality",213,NA
"9753","Pandemic","Other Respiratory","Service to Mortality",214,NA
"9754","Pandemic","Other Respiratory","Service to Mortality",215,7
"9755","Pandemic","Other Respiratory","Service to Mortality",216,NA
"9756","Pandemic","Other Respiratory","Service to Mortality",217,NA
"9757","Pandemic","Other Respiratory","Service to Mortality",218,NA
"9758","Pandemic","Other Respiratory","Service to Mortality",219,5
"9759","Pandemic","Other Respiratory","Service to Mortality",220,5
"9760","Pandemic","Other Respiratory","Service to Mortality",221,NA
"9761","Pandemic","Other Respiratory","Service to Mortality",222,NA
"9762","Pandemic","Other Respiratory","Service to Mortality",223,NA
"9763","Pandemic","Other Respiratory","Service to Mortality",224,NA
"9764","Pandemic","Other Respiratory","Service to Mortality",225,NA
"9765","Pandemic","Other Respiratory","Service to Mortality",226,NA
"9766","Pandemic","Other Respiratory","Service to Mortality",227,5
"9767","Pandemic","Other Respiratory","Service to Mortality",228,NA
"9768","Pandemic","Other Respiratory","Service to Mortality",229,NA
"9769","Pandemic","Other Respiratory","Service to Mortality",230,NA
"9770","Pandemic","Other Respiratory","Service to Mortality",231,5
"9771","Pandemic","Other Respiratory","Service to Mortality",232,NA
"9772","Pandemic","Other Respiratory","Service to Mortality",233,NA
"9773","Pandemic","Other Respiratory","Service to Mortality",234,NA
"9774","Pandemic","Other Respiratory","Service to Mortality",235,NA
"9775","Pandemic","Other Respiratory","Service to Mortality",236,5
"9776","Pandemic","Other Respiratory","Service to Mortality",237,NA
"9777","Pandemic","Other Respiratory","Service to Mortality",238,NA
"9778","Pandemic","Other Respiratory","Service to Mortality",239,NA
"9779","Pandemic","Other Respiratory","Service to Mortality",240,NA
"9780","Pandemic","Other Respiratory","Service to Mortality",241,NA
"9781","Pandemic","Other Respiratory","Service to Mortality",242,NA
"9782","Pandemic","Other Respiratory","Service to Mortality",243,5
"9783","Pandemic","Other Respiratory","Service to Mortality",244,NA
"9784","Pandemic","Other Respiratory","Service to Mortality",245,NA
"9785","Pandemic","Other Respiratory","Service to Mortality",246,NA
"9786","Pandemic","Pneumonia","Admission to Discharge",1,3567
"9787","Pandemic","Pneumonia","Admission to Discharge",2,4884
"9788","Pandemic","Pneumonia","Admission to Discharge",3,4389
"9789","Pandemic","Pneumonia","Admission to Discharge",4,3457
"9790","Pandemic","Pneumonia","Admission to Discharge",5,2947
"9791","Pandemic","Pneumonia","Admission to Discharge",6,2522
"9792","Pandemic","Pneumonia","Admission to Discharge",7,2014
"9793","Pandemic","Pneumonia","Admission to Discharge",8,1683
"9794","Pandemic","Pneumonia","Admission to Discharge",9,1407
"9795","Pandemic","Pneumonia","Admission to Discharge",10,1169
"9796","Pandemic","Pneumonia","Admission to Discharge",11,1021
"9797","Pandemic","Pneumonia","Admission to Discharge",12,799
"9798","Pandemic","Pneumonia","Admission to Discharge",13,709
"9799","Pandemic","Pneumonia","Admission to Discharge",14,683
"9800","Pandemic","Pneumonia","Admission to Discharge",15,519
"9801","Pandemic","Pneumonia","Admission to Discharge",16,425
"9802","Pandemic","Pneumonia","Admission to Discharge",17,431
"9803","Pandemic","Pneumonia","Admission to Discharge",18,365
"9804","Pandemic","Pneumonia","Admission to Discharge",19,320
"9805","Pandemic","Pneumonia","Admission to Discharge",20,310
"9806","Pandemic","Pneumonia","Admission to Discharge",21,280
"9807","Pandemic","Pneumonia","Admission to Discharge",22,222
"9808","Pandemic","Pneumonia","Admission to Discharge",23,190
"9809","Pandemic","Pneumonia","Admission to Discharge",24,160
"9810","Pandemic","Pneumonia","Admission to Discharge",25,184
"9811","Pandemic","Pneumonia","Admission to Discharge",26,158
"9812","Pandemic","Pneumonia","Admission to Discharge",27,159
"9813","Pandemic","Pneumonia","Admission to Discharge",28,137
"9814","Pandemic","Pneumonia","Admission to Discharge",29,120
"9815","Pandemic","Pneumonia","Admission to Discharge",30,110
"9816","Pandemic","Pneumonia","Admission to Discharge",31,117
"9817","Pandemic","Pneumonia","Admission to Discharge",32,96
"9818","Pandemic","Pneumonia","Admission to Discharge",33,88
"9819","Pandemic","Pneumonia","Admission to Discharge",34,80
"9820","Pandemic","Pneumonia","Admission to Discharge",35,88
"9821","Pandemic","Pneumonia","Admission to Discharge",36,92
"9822","Pandemic","Pneumonia","Admission to Discharge",37,71
"9823","Pandemic","Pneumonia","Admission to Discharge",38,60
"9824","Pandemic","Pneumonia","Admission to Discharge",39,69
"9825","Pandemic","Pneumonia","Admission to Discharge",40,59
"9826","Pandemic","Pneumonia","Admission to Discharge",41,46
"9827","Pandemic","Pneumonia","Admission to Discharge",42,55
"9828","Pandemic","Pneumonia","Admission to Discharge",43,58
"9829","Pandemic","Pneumonia","Admission to Discharge",44,48
"9830","Pandemic","Pneumonia","Admission to Discharge",45,52
"9831","Pandemic","Pneumonia","Admission to Discharge",46,37
"9832","Pandemic","Pneumonia","Admission to Discharge",47,47
"9833","Pandemic","Pneumonia","Admission to Discharge",48,34
"9834","Pandemic","Pneumonia","Admission to Discharge",49,51
"9835","Pandemic","Pneumonia","Admission to Discharge",50,36
"9836","Pandemic","Pneumonia","Admission to Discharge",51,42
"9837","Pandemic","Pneumonia","Admission to Discharge",52,28
"9838","Pandemic","Pneumonia","Admission to Discharge",53,34
"9839","Pandemic","Pneumonia","Admission to Discharge",54,34
"9840","Pandemic","Pneumonia","Admission to Discharge",55,32
"9841","Pandemic","Pneumonia","Admission to Discharge",56,20
